Aleksandr Nedovyesov,Nicola Spear,0.87,Ivo Minar,0.86,Laurence Tieleman,0.8,"[92.0, 151.0, 122.0]"
Michel Kratochvil,Go Soeda,0.7,Jun Kamiwazumi,0.67,Axel Pretzsch,0.41,[]
Gaston Gaudio,Florian Mayer,0.7,Sandy Mayer,0.67,Viktor Troicki,0.47,[]
Rogier Wassen,Philippe Pech,1.0,Petr Kralert,1.0,Julien Jeanpierre,1.0,[]
Nick Kyrgios,Richard Gasquet,1.0,Andrei Medvedev,0.9,Martin Jaite,0.87,"[9.0, 26.0, 9.0]"
Charlie Pasarell,Jonas Bjorkman,0.69,Andrew Pattison,0.42,Thomaz Koch,0.4,[]
Cesar Kist,David Dowlen,1.0,Bruno Echagaray,1.0,Adam Pavlasek,1.0,[]
Aisam Ul Haq Qureshi,Vladimir Korotkov,1.0,John Patrick Smith,1.0,John Mattke,1.0,[]
Michael Kures,Jon Levine,1.0,Jean Francois Bachelot,1.0,Jared Donaldson,1.0,[]
Diego Junqueira,Sashi Menon,0.78,Jaime Pinto Bravo,0.68,Marcos Daniel,0.67,[]
Justin Gimelstob,Aljaz Bedene,0.94,Peter Doohan,0.93,Jan Kroslak,0.89,[]
Chris Johnstone,Alvaro Betancur,0.98,Christian Vinck,0.95,Facundo Arguello,0.89,[]
Paul Capdeville,Gilles Elseneer,0.89,Mark Farrell,0.87,Steve Shaw,0.86,[]
Bob Giltinan,Rajeev Ram,0.82,Kenny De Schepper,0.77,Jacobo Diaz,0.7,[]
Tuomas Ketola,Marius Copil,0.99,Roger Smith,0.98,David Guez,0.98,[]
Geoff Grant,Martin Rodriguez,0.99,Jose Francisco Altur,0.99,Howard Schoenfield,0.97,[]
David Rikl,Pedro Rebolledo,0.92,Laurence Tieleman,0.88,Ivo Minar,0.84,[]
Federico Delbonis,Ivan Kley,0.69,Karsten Braasch,0.51,John Van Lottum,0.49,"[89.0, 141.0, 92.0]"
Vincent Spadea,Luiz Mattar,0.74,Francisco Maciel,0.72,Daniel Vacek,0.61,[]
Roberto Vizcaino,Wojtek Kowalski,1.0,Thomas Fabbiano,1.0,Schalk Van Der Merwe,1.0,[]
Kimmer Coppejans,Rhyne Williams,1.0,Oscar Burrieza,1.0,Jonathan Smith,1.0,[]
Wolfgang Popp,Stephane Bohli,0.99,Andrej Martin,0.99,Chris Pridham,0.94,[]
Josselin Ouanna,Giovanni Lapentti,0.93,Paul Capdeville,0.91,Oleg Ogorodov,0.89,[]
Jack Sock,Patrick Proisy,0.96,Davide Sanguinetti,0.9,Hans Simonsson,0.84,"[134.0, 44.0, 107.0]"
James Chico Hagey,Chris Kachel,0.72,James Ward,0.66,Alexandre Simoni,0.66,[]
Marc Kevin Goellner,Richard Fromberg,0.5,Nicolas Lapentti,0.43,Patrick Mcenroe,0.38,[]
Rick Fisher,Rik De Voest,0.96,Dirk Dier,0.88,Edwin Kempes,0.87,[]
Wayne Ferreira,Eliot Teltscher,0.64,Wojtek Fibak,0.58,Jose Higueras,0.58,[]
Thomas Johansson,Nicolas Kiefer,0.56,Mark Cox,0.54,Han Jurgen Pohmann,0.49,[]
Matteo Viola,Maurice Ruah,0.93,Dick R Bohrnstedt,0.91,Gorka Fraile,0.9,[]
Jim Delaney,Leif Shiras,0.87,Mike Cahill,0.83,Jun Kamiwazumi,0.61,[]
Tomas Tenconi,Albert Chang,0.98,Woody Blocher,0.97,Daniele Musa,0.97,[]
Jimmy Connors,Andy Murray,0.9,Roger Federer,0.89,Novak Djokovic,0.89,[]
Fernando Gonzalez,Alex Corretja,0.98,Corrado Barazzutti,0.91,Andrei Medvedev,0.91,[]
Martin Laurendeau,Robin Drysdale,0.93,Torben Ulrich,0.89,Carl Limberger,0.89,[]
Zoltan Kuharszky,Ivan Kley,0.92,Paul Kronk,0.78,John Van Lottum,0.77,[]
Alejandro Cortes,Alex Bogdanovic,0.9,Hugo Armando,0.89,Roberto Carballes Baena,0.88,[]
Irakli Labadze,Antonio Munoz,0.72,Richard Lewis,0.68,John Austin,0.68,[]
Jean Baptiste Perlant,Yong Il Yoon,1.0,Sebastien De Chaunac,1.0,Jason Kubler,1.0,[]
Francisco Clavet,Tom Gorman,0.91,Todd Martin,0.66,Tony Roche,0.56,[]
Arne Thoms,Yoshihito Nishioka,0.93,Rik De Voest,0.91,Jimmy Wang,0.9,[]
Lucas Arnold Ker,Daniel Nestor,0.79,Marcos Daniel,0.7,John Yuill,0.67,[]
Mark Petchey,Facundo Bagnis,0.97,Mathieu Montcourt,0.95,Wolfgang Popp,0.93,[]
Benjamin Becker,Pierre Barthes,0.98,Zeljko Franulovic,0.93,Peter Lundgren,0.91,"[63.0, 97.0, 104.0]"
Andrey Golubev,Cassio Motta,0.84,Bruce Manson,0.84,Lars Koslowski,0.83,[]
Gustavo Guerrero,Daniel Orsanic,0.51,Laurent Recouderc,0.41,Kevin Ullyett,0.4,[]
Jonathan Canter,Nicolas Mahut,0.89,Santiago Giraldo,0.87,Paolo Cane,0.85,[]
Gilad Bloom,Martin Alund,0.92,Michael Tauson,0.89,James Duckworth,0.8,[]
Hans Peter Kandler,Welry Fritz,0.99,Vallis Wilder,0.99,Saketh Myneni,0.99,[]
Lukas Lacko,Haroon Rahim,0.85,Flavio Saretta,0.82,Daniel Gimeno Traver,0.82,"[106.0, 93.0, 122.0]"
Paul Mcnamee,Filippo Volandri,0.9,Mel Purcell,0.88,Jurgen Fassbender,0.69,[]
Gastao Elias,Thomas Schoorel,0.9,Gorka Fraile,0.89,Roberto Carballes Baena,0.88,"[166.0, 135.0]"
Zeljko Franulovic,Christo Steyn,0.99,Jason Stoltenberg,0.95,Geoff Masters,0.9,[]
Ramesh Krishnan,Mark Woodforde,0.74,Nicolas Massu,0.69,Todd Woodbridge,0.64,[]
Alexander Volkov,Andrei Chesnokov,0.79,Grigor Dimitrov,0.78,Fabio Fognini,0.75,[]
Tommy Haas,Ivan Ljubicic,0.98,Ulf Stenlund,0.82,Tom Okker,0.82,[]
Rafael Nadal,Stefan Edberg,0.96,Ivan Lendl,0.95,Pete Sampras,0.94,"[25.0, 2.0, 3.0]"
Henri Leconte,Francisco Maciel,0.5,Mariano Zabaleta,0.27,Julien Benneteau,0.13,[]
Todd Larkham,Simone Vagnozzi,1.0,Scott Mccain,1.0,Markus Zillner,1.0,[]
Oscar Hernandez,Ben Testerman,0.9,Ray Ruffels,0.88,Robin Vik,0.75,[]
Alex Kim,Gilles Elseneer,0.95,George Hardie,0.91,David Engel,0.88,[]
Horst Skoff,Han Jurgen Pohmann,0.47,Nikola Pilic,0.2,Jan Michael Gambill,0.19,[]
Mark Farrell,Farrukh Dustov,0.99,Gilles Elseneer,0.97,Steve Shaw,0.96,[]
Jose Acasuso,Brett Steven,0.55,Olivier Rochus,0.48,Wally Masur,0.32,[]
Jacobo Diaz,Rajeev Ram,0.87,Flavio Cipolla,0.79,Patrick Baur,0.78,[]
Andreas Beck,Bruce Manson,0.81,Cassio Motta,0.75,Shuzo Matsuoka,0.64,[]
Taro Daniel,Michael Grant,1.0,Brian Garrow,0.99,Tobias Svantesson,0.98,[]
Teymuraz Gabashvili,Hans Kary,0.94,Damir Keretic,0.94,Rodney Harmon,0.82,"[123.0, 117.0, 143.0]"
Daniel Elsner,David Engel,0.99,Andrej Martin,0.95,Marco Cecchinato,0.93,[]
John Fitzgerald,Albert Portas,0.8,Mikhail Kukushkin,0.74,Bob Green,0.61,[]
Carlos Moya,Thomas Muster,0.67,Jim Courier,0.59,Brad Gilbert,0.56,[]
Simone Colombo,Jeremy Bates,0.68,Ricardo Ycaza,0.55,Claudio Panatta,0.49,[]
Paul Baccanello,Mario Tabares,1.0,James Sekulov,1.0,Hans Dieter Beutel,1.0,[]
Oliver Marach,Yuri Schukin,0.86,Robin Drysdale,0.83,Francisco Montana,0.82,[]
John Alexander,Wojtek Fibak,0.55,Pat Cash,0.52,Kevin Curren,0.5,[]
Marat Safin,Gael Monfils,0.53,Arthur Ashe,0.33,Michael Stich,0.27,[]
Mal Anderson,Warren Maher,1.0,Vincent Millot,1.0,Roger Guedes,1.0,[]
Christian Bergstrom,Stefan Koubek,0.97,Tom Gullikson,0.86,Gilles Muller,0.85,[]
Modesto Tito Vazquez,Steve Docherty,1.0,Maximo Gonzalez,0.99,Mauricio Hadad,0.98,[]
Eric Deblicker,Van Winitsky,0.94,Bob Giltinan,0.87,Ruben Ramirez Hidalgo,0.85,[]
Filip Krajinovic,Wayne Arthurs,0.99,Lukasz Kubot,0.99,Kristof Vliegen,0.98,"[101.0, 97.0, 161.0]"
Alvaro Fillol,Doug Flach,0.9,Menno Oosting,0.87,Doug Crawford,0.87,[]
Vasek Pospisil,Marc Kevin Goellner,0.84,Borna Coric,0.68,Bohdan Ulihrach,0.51,"[53.0, 51.0, 118.0]"
Danie Visser,Udo Riglewski,0.99,Joao Souza,0.99,Harald Elschenbroich,0.96,[]
Fabrice Santoro,Tony Roche,0.76,Sam Querrey,0.69,Jimmy Arias,0.66,[]
Nicklas Kroon,Arnaud Di Pasquale,0.9,Ivan Molina,0.88,Jorge Lozano,0.7,[]
Jan Kodes,John Alexander,0.5,Rod Laver,0.45,Magnus Gustafsson,0.12,[]
Eliot Teltscher,Fernando Verdasco,0.82,Robin Soderling,0.77,Wayne Ferreira,0.74,[]
Jorgen Windahl,Bruce Derlin,0.99,Eric Winogradsky,0.97,Kelly Jones,0.95,[]
Gerald Battrick,Andreas Beck,0.95,Leonardo Lavalle,0.84,Grant Connell,0.78,[]
Brian Garrow,Taro Daniel,0.99,Michael Grant,0.99,Yuki Bhambri,0.98,[]
Javier Sanchez,Jonas Bjorkman,0.59,Karim Alami,0.44,Andrea Gaudenzi,0.44,[]
Eduardo Osta,Tamer El Sawy,1.0,Michail Elgin,1.0,Mark Buckley,1.0,[]
Jaime Yzaga,Sandy Mayer,0.84,Mario Martinez,0.75,Florian Mayer,0.75,[]
Daniel Melo,Ze Zhang,1.0,Miguel Mir,1.0,Mark Draper,1.0,[]
Taylor Dent,Renzo Furlan,0.73,Bernd Karbacher,0.61,Victor Amaya,0.56,[]
Edouard Roger Vasselin,Andre Sa,0.98,Julian Ganzabal,0.87,Kevin Kim,0.83,"[102.0, 96.0, 151.0]"
Nikolay Davydenko,Jay Berger,0.92,Jonas Svensson,0.88,Tommy Haas,0.87,[]
Gilles Elseneer,Marzio Martelli,0.93,Adrian Menendez Maceiras,0.76,Oleg Ogorodov,0.74,[]
Bruce Derlin,Jorgen Windahl,0.99,Eric Winogradsky,0.98,Steve Faulk,0.97,[]
Fernando Meligeni,Fernando Luna,0.52,Eduardo Bengoechea,0.51,Ivan Molina,0.44,[]
Tom Gullikson,Jim Pugh,0.98,Billy Martin,0.96,Chris Lewis NZL,0.94,[]
Karim Alami,Javier Sanchez,0.92,Francisco Maciel,0.84,Mariano Zabaleta,0.71,[]
Guilherme Clezar,Ze Zhang,1.0,Miguel Mir,1.0,Mark Draper,1.0,[]
Fernando Roese,Werner Zirngibl,0.9,Adrian Garcia,0.79,Guillaume Rufin,0.77,[]
Klaus Eberhard,Nikoloz Basilashvili,1.0,Martin Lee,0.99,Magnus Tideman,0.99,[]
John Fort,Welry Fritz,1.0,Vallis Wilder,1.0,Saketh Myneni,1.0,[]
Andreas Vinciguerra,Michiel Schapers,0.54,Christian Ruud,0.5,Eric Jelen,0.49,[]
Eric Friedler,Thierry Guardiola,1.0,Marco Meneschincheri,0.99,Luis Adrian Morejon,0.99,[]
Ivan Molina,Xavier Malisse,0.94,Simone Bolelli,0.89,Nicklas Kroon,0.88,[]
Onny Parun,Jordi Arrese,0.84,Magnus Larsson,0.78,Jan Gunnarsson,0.69,[]
Joey Rive,John James,0.79,Bjorn Phau,0.79,Sashi Menon,0.68,[]
Ryan Sweeting,Keith Richardson,0.81,Pat Cramer,0.78,Leo Palin,0.74,[]
Jo Wilfried Tsonga,David Nalbandian,0.85,Harold Solomon,0.82,Andres Gomez,0.77,"[44.0, 9.0, 25.0]"
Matt Mitchell,Mariano Puerta,0.67,Mike Estep,0.66,Matthew Ebden,0.66,[]
Alejo Mancisidor,Gianluca Rinaldini,1.0,Bjorn Fratangelo,1.0,Vladimir Korotkov,0.99,[]
Daniel Vacek,Julien Benneteau,0.95,Carl Uwe Steeb,0.91,Denis Istomin,0.89,[]
David Dowlen,Cesar Kist,1.0,Bruno Echagaray,1.0,Adam Pavlasek,1.0,[]
Jason Stoltenberg,Jim Grabb,0.81,Peter Lundgren,0.8,Milan Srejber,0.72,[]
Jean Baptiste Chanfreau,Raemon Sluiter,0.83,Lars Jonsson,0.79,Andrew Sznajder,0.77,[]
Robert Seguso,Mike Bauer,0.5,Jan Gunnarsson,0.35,Robert Maud,0.29,[]
Marsel Ilhan,Jeremy Bates,0.91,Bart Wuyts,0.9,Thanasi Kokkinakis,0.86,"[98.0, 77.0, 143.0]"
Andrei Cherkasov,Henrik Holm,0.32,Albert Portas,0.23,John Fitzgerald,0.14,[]
Andrew Richardson,Stephen Warboys,1.0,Gouichi Motomura,1.0,Frederic Vitoux,1.0,[]
Stefan Eriksson,German Puentes,0.92,Dick Dell,0.83,Gabriel Urpi,0.72,[]
David Schneider,Jiri Vanek,0.94,Peter Wessels,0.93,Christian Miniussi,0.81,[]
Antony Dupuis,Ricardo Cano,0.8,Haroon Rahim,0.65,Nduka Odizor,0.58,[]
Roberto Azar,Colin Dowdeswell,0.71,Javier Frana,0.52,Denis Kudla,0.49,[]
Richard Lewis,Ramon Delgado,0.6,Irakli Labadze,0.58,Thierry Ascione,0.52,[]
Dimitri Poliakov,Tommy Ho,0.95,Gustavo Tiberti,0.88,Edgardo Massa,0.88,[]
Tobias Kamke,Sherwood Stewart,0.55,Guillaume Raoux,0.53,Sergio Casal,0.43,[]
Marcelo Hennemann,Stefano Tarallo,1.0,Richard Vogel,1.0,Maxime Teixeira,1.0,[]
Kyle Edmund,Craig A Miller,1.0,Magnus Tideman,0.99,John Ross,0.99,[]
Julio Silva,Roberto Jabali,0.99,Armistead Neely,0.98,Arvind Parmar,0.95,[]
Milen Velev,Ben Mckown,1.0,Xavier Daufresne,0.99,Todd Reid,0.99,[]
Owen Davidson,Luca Vanni,0.92,Steve Bryan,0.9,Austin Krajicek,0.89,[]
Daniel Nestor,Bjorn Phau,0.85,Stephane Robert,0.81,Lucas Arnold Ker,0.79,[]
Marian Vajda,Tarik Benhabiles,0.88,Mike De Palmer,0.87,Robin Vik,0.84,[]
Glenn Michibata,Oliver Gross,0.86,Ivo Minar,0.71,Gilad Bloom,0.7,[]
Michael Yani,Tony Mmoh,1.0,Rayno Seegers,1.0,Pavel Snobel,1.0,[]
Lukasz Kubot,Andrei Olhovskiy,0.83,Diego Perez,0.82,Jean Francois Caujolle,0.79,[]
Novak Djokovic,Bjorn Borg,0.97,Ivan Lendl,0.96,Jimmy Connors,0.95,"[27.0, 49.0, 84.0]"
Takao Suzuki,Yuichi Sugita,0.88,Mathieu Montcourt,0.84,Alessio Di Mauro,0.83,[]
Christophe Rochus,Hernan Gumy,0.96,Julien Boutter,0.9,Carlos Berlocq,0.87,[]
Jose Luis Clerc,Raul Ramirez,0.74,Roscoe Tanner,0.57,Ken Rosewall,0.57,[]
Simon Stadler,Zeeshan Ali,1.0,Christophe Casa,1.0,Bjorn Rehnquist,1.0,[]
David Prinosil,Pablo Cuevas,0.6,Colin Dibley,0.37,Pavel Slozil,0.35,[]
Mario Tabares,Paul Baccanello,1.0,James Sekulov,1.0,Hans Dieter Beutel,1.0,[]
Marty Davis,Scott Draper,1.0,Chip Hooper,0.99,Olivier Delaitre,0.97,[]
Gorka Fraile,Maurice Ruah,0.97,Thomas Schoorel,0.93,Roberto Carballes Baena,0.92,[]
Olli Rahnasto,Daniel Elsner,0.98,Matthias Bachinger,0.92,Norman Holmes,0.91,[]
Nduka Odizor,Lukas Lacko,0.84,Milan Holecek,0.77,Ricardo Cano,0.64,[]
Egan Adams,Rolf Norberg,0.89,Jesse Levine,0.86,Julian Knowle,0.8,[]
Brian Dabul,Nicola Spear,0.78,Ivo Minar,0.78,Sandor Noszaly,0.69,[]
Roger Federer,Jimmy Connors,0.97,Ivan Lendl,0.96,Pete Sampras,0.95,"[27.0, 49.0, 84.0]"
Joost Winnink,Rudy Hernando,1.0,Mariano Delfino,1.0,Manuel Santana,1.0,[]
Milan Srejber,Sergiy Stakhovsky,0.93,Marcos Hocevar,0.85,Brian Teacher,0.83,[]
Robert Trogolo,Xavier Daufresne,1.0,Todd Reid,1.0,Fredrik Jonsson,1.0,[]
Mate Delic,Philip Johnson,1.0,Kenny Thorne,1.0,Dusan Vemic,1.0,[]
Hans Simonsson,Patrick Proisy,0.87,Jack Sock,0.84,Martin Klizan,0.82,[]
Marcelo Ingaramo,Ivo Heuberger,0.71,Wayne Odesnik,0.67,Joao Cunha Silva,0.66,[]
Kent Carlsson,Magnus Gustafsson,0.09,Wayne Ferreira,0.03,Robin Soderling,0.02,[]
Neville Godwin,Nicola Spear,0.98,Emilio Benfele Alvarez,0.96,Pedro Rebolledo,0.89,[]
Clark Graebner,Mike De Palmer,0.83,Oscar Hernandez,0.82,Jeff Tarango,0.81,[]
Eduardo Masso,Denis Gremelmayr,0.92,Jeremy Bates,0.9,John Yuill,0.82,[]
Michail Elgin,Tamer El Sawy,1.0,Mark Buckley,1.0,Eduardo Osta,1.0,[]
Jorge Andrew,Pere Riba,0.92,Cecil Mamiit,0.79,Alex Calatrava,0.79,[]
Carlos Kirmayr,John Fitzgerald,0.62,Sandon Stolle,0.61,Mark Koevermans,0.56,[]
Ignacio Truyol,Premjit Lall,1.0,Terry Ryan,0.99,Rejean Genois,0.99,[]
Rodney Harmon,Boro Jovanovic,0.94,Mark Dickson,0.86,Teymuraz Gabashvili,0.82,[]
Christophe Van Garsse,Francesco Aldi,0.95,Peter Kanderal,0.93,Marcelo Charpentier,0.93,[]
Rogerio Dutra Silva,Norbert Gombos,0.93,Oscar Serrano,0.84,Konstantinos Economidis,0.82,"[133.0, 134.0]"
Christophe Freyss,Pavel Hutka,0.87,Werner Eschauer,0.74,Jesse Huta Galung,0.66,[]
Michael Tebbutt,Jim Mcmanus,0.99,Federico Luzzi,0.98,Chris Guccione,0.98,[]
Ante Pavic,Rudy Hernando,1.0,Mariano Delfino,1.0,Manuel Santana,1.0,[]
Jeff Borowiak,Greg Holmes,0.7,Dick Crealy,0.55,John Sadri,0.32,[]
Izak Van Der Merwe,Dimitri Poliakov,0.88,Johan Carlsson,0.79,Pierre Hugues Herbert,0.76,[]
Rod Frawley,Aki Rahunen,0.85,Lucas Pouille,0.84,Graham Stilwell,0.84,[]
Erick Iskersky,Lars Koslowski,0.93,Olivier Mutis,0.9,Cassio Motta,0.89,[]
Mike Cahill,Marcos Ondruska,0.87,Pieter Aldrich,0.86,Michel Kratochvil,0.85,[]
Tomas Berdych,Raul Ramirez,0.78,Carlos Moya,0.69,Eddie Dibbs,0.67,"[66.0, 23.0, 42.0]"
Mariano Delfino,Rudy Hernando,1.0,Manuel Santana,1.0,Joost Winnink,1.0,[]
Michiel Schapers,Fernando Vicente,0.97,Tarik Benhabiles,0.83,Bernard Mitton,0.83,[]
Philipp Kohlschreiber,Cliff Richey,0.97,Sergi Bruguera,0.92,Robert Lutz,0.92,"[61.0, 110.0, 147.0]"
Joao Soares,Gilad Bloom,0.89,Emilio Benfele Alvarez,0.72,Victor Crivoi,0.7,[]
Bernard Boileau,Vladimir Voltchkov,0.9,Bryan Shelton,0.87,Pere Riba,0.76,[]
Stanislas Wawrinka,Alex Corretja,0.7,Robin Soderling,0.68,Jose Higueras,0.67,"[28.0, 106.0, 131.0]"
Maximo Gonzalez,Martin Robinson,0.92,Dan Cassidy,0.89,Udo Riglewski,0.85,"[129.0, 114.0, 170.0]"
Paul Henri Mathieu,Ronald Agenor,0.78,Christo Van Rensburg,0.43,Jacco Eltingh,0.4,"[146.0, 96.0, 137.0]"
Olivier Delaitre,Mike Fishbach,1.0,Hendrik Dreekmann,1.0,Nicklas Kulti,0.98,[]
Christian Miniussi,John Whitlinger,0.86,Belus Prajoux,0.83,Peter Wessels,0.76,[]
Marcos Ondruska,Russell Simpson,0.68,Bruno Oresar,0.46,Rui Machado,0.38,[]
Vadim Kutsenko,Mario Radic,1.0,Allen Belobrajdic,1.0,Sebastian Decoud,0.99,[]
Thierry Champion,Teymuraz Gabashvili,0.9,Stefano Pescosolido,0.81,Mikael Tillstrom,0.71,[]
Jay Lapidus,Steve Johnson,0.98,Karol Beck,0.95,Gary Donnelly,0.89,[]
Dudi Sela,Nicolas Mahut,0.96,Antony Dupuis,0.94,Mikhail Kukushkin,0.9,"[101.0, 140.0, 71.0]"
Angel Gimenez,Jamie Morgan,0.64,Aki Rahunen,0.64,Lucas Pouille,0.63,[]
Drew Gitlin,Diego Hartfield,0.98,Robin Drysdale,0.79,Stanislav Birner,0.78,[]
Tim Mayotte,Cedric Pioline,0.67,Wojtek Fibak,0.53,Robin Soderling,0.53,[]
Sammy Giammalva Jr,Matt Anger,0.55,Frew Mcmillan,0.43,Dan Goldie,0.41,[]
Jorge Lozano,Franco Squillari,0.93,Chuck Adams,0.88,Larry Stefanki,0.85,[]
Ivan Miranda,Michael Kohlmann,0.85,Chris Johnstone,0.82,Facundo Arguello,0.81,[]
Schalk Van Der Merwe,Wojtek Kowalski,1.0,Thomas Fabbiano,1.0,Roberto Vizcaino,1.0,[]
Greg Halder,Rhyne Williams,1.0,Oscar Burrieza,1.0,Kimmer Coppejans,1.0,[]
Jamie Delgado,Julien Varlet,0.99,Ramiro Benavides,0.94,Thierry Guardiola,0.92,[]
Reginald Willems,Wade Mcguire,1.0,Tsung Hua Yang,1.0,Roger Knapp,1.0,[]
Jaime Pinto Bravo,John Yuill,0.87,Rick Fagel,0.82,Jeremy Bates,0.73,[]
Frederic Vitoux,Stephen Warboys,1.0,Gouichi Motomura,1.0,Dennis Ralston,1.0,[]
Juan Gisbert Jr,Sergei Bubka,1.0,Rick Leach,1.0,Mark Meyers,1.0,[]
Pablo Andujar,Thierry Tulasne,0.73,Victor Hanescu,0.23,Sargis Sargsian,0.1,"[62.0, 80.0, 122.0]"
Denis Naegelen,Christer Allgardh,0.94,Tenny Svensson,0.87,Maurice Ruah,0.86,[]
James Duckworth,Robbie Weiss,0.93,Victor Crivoi,0.91,Pedro Rebolledo,0.89,"[122.0, 122.0, 138.0]"
Alex Radulescu,Dominique Bedel,0.97,Ion Tiriac,0.96,Daniele Bracciali,0.9,[]
Armistead Neely,Julio Silva,0.98,Jesse Witten,0.98,Roberto Jabali,0.97,[]
Simone Vagnozzi,Todd Larkham,1.0,Scott Mccain,1.0,Markus Zillner,1.0,[]
Ivan Dodig,Jan Gunnarsson,0.73,Mike Bauer,0.72,Robert Maud,0.71,"[29.0, 99.0, 94.0]"
Carlos Di Laura,Marco Meneschincheri,0.97,Jan Frode Andersen,0.96,Luis Adrian Morejon,0.95,[]
Shahar Perkiss,Bruce Manson,0.94,Andrei Olhovskiy,0.89,Andreas Haider Maurer,0.86,[]
Jose Lopez Maeso,Olivier Patience,0.96,Adrian Ungur,0.96,Terry Rocavert,0.91,[]
Andrew Ilie,Chris Lewis NZL,0.9,Raymond Moore,0.83,Roger Taylor,0.82,[]
Tommy Robredo,Nikolay Davydenko,0.92,Ulf Stenlund,0.77,Tim Henman,0.76,"[43.0, 94.0, 124.0]"
Mel Purcell,Jim Pugh,0.19,Roger Taylor,0.16,Peter Feigl,0.14,[]
Benedikt Dorsch,Todd Larkham,1.0,Simone Vagnozzi,1.0,Scott Mccain,1.0,[]
Thierry Tulasne,Gilles Muller,0.93,Hyung Taik Lee,0.86,Lionel Roux,0.81,[]
Michael Wayman,Wade Mcguire,1.0,Tsung Hua Yang,1.0,Roger Knapp,1.0,[]
Grover Raz Reid,Sashi Menon,0.85,Bjorn Phau,0.84,John Austin,0.79,[]
Markus Hantschk,Tony Giammalva,1.0,Lukasz Kubot,1.0,Jean Francois Caujolle,0.99,[]
Gary Muller,Scott Draper,0.99,Nicklas Kulti,0.99,Olivier Delaitre,0.97,[]
Sherwood Stewart,Tobias Kamke,0.95,Guillaume Raoux,0.72,Robby Ginepri,0.71,[]
Buster C Mottram,Malivai Washington,0.63,Gilles Simon,0.52,Stan Smith,0.48,[]
Julio Goes,Jan Norback,0.9,Ota Fukarek,0.89,Yuichi Sugita,0.8,[]
Bart Wuyts,Marsel Ilhan,0.9,Haroon Ismail,0.78,Claudio Panatta,0.75,[]
Fernando Vicente,Andreas Vinciguerra,0.83,Bernard Mitton,0.82,Julien Boutter,0.81,[]
Nicolas Coutelot,Dirk Dier,0.97,Rolf Thung,0.88,Edwin Kempes,0.87,[]
John Lloyd,Brian Teacher,0.8,Bohdan Ulihrach,0.77,Sergiy Stakhovsky,0.72,[]
Roberto Saad,Martin Fischer,1.0,Guillermo Aubone,1.0,Gene Scott,1.0,[]
Derrick Rostagno,Nicolas Massu,0.82,Luiz Mattar,0.59,Agustin Calleri,0.56,[]
Martin Robinson,Dan Cassidy,0.97,Maximo Gonzalez,0.92,Udo Riglewski,0.88,[]
Bill Lloyd,Jesse Huta Galung,0.91,Christian Vinck,0.89,Pavel Hutka,0.88,[]
Rodolphe Gilbert,Kristian Pless,0.97,Pere Riba,0.9,Andre Sa,0.73,[]
Christian Saceanu,Claudio Panatta,0.89,Nicolas Devilder,0.86,Ricardo Mello,0.81,[]
Arnaud Clement,Ernests Gulbis,0.95,Allan Stone,0.9,Magnus Larsson,0.86,[]
Adrian Mannarino,Philipp Petzschner,0.62,Jacco Eltingh,0.46,Paul Henri Mathieu,0.39,"[129.0, 96.0, 95.0]"
Mark Woodforde,Agustin Calleri,0.87,Ross Case,0.86,Andrei Pavel,0.83,[]
Ron Hightower,Tomas Anzari,1.0,Massimo Valeri,1.0,Juan Giner,1.0,[]
Patrick Mcenroe,Marc Kevin Goellner,0.38,Richard Fromberg,0.31,Leonardo Mayer,0.12,[]
Ivan Lendl,Novak Djokovic,0.95,Pete Sampras,0.94,Roger Federer,0.89,[]
Chris Lewis NZL,Philipp Petzschner,0.82,Stefan Koubek,0.58,Bud Schultz,0.5,[]
Ulrich Pinner,Franco Davin,0.74,Sherwood Stewart,0.63,Clark Graebner,0.33,[]
Butch Walts,Bernd Karbacher,0.92,Scott Davis,0.9,Ramesh Krishnan,0.87,[]
Pat Cramer,Wayne Black,0.99,Syd Ball,0.98,Joao Souza,0.98,[]
Alex Bogdanovic,Ramiro Benavides,0.98,Hugo Armando,0.98,Alexander Kudryavtsev,0.95,[]
Heinz Gunthardt,Phil Dent,0.5,Kevin Curren,0.49,Vijay Amritraj,0.44,[]
Gregory Carraz,Wesley Moodie,0.9,Martin Strelba,0.87,Nicolas Devilder,0.79,[]
Libor Pimek,Florian Mayer,0.98,Mario Martinez,0.94,Jarkko Nieminen,0.93,[]
Hyung Taik Lee,Patrick Proisy,0.89,Martin Klizan,0.78,Sargis Sargsian,0.76,[]
Roland Stadler,Richard Pancho Gonzales,1.0,Roberto Saad,0.99,Neil Broad,0.99,[]
Fernando Luna,Colin Dibley,0.69,Simone Bolelli,0.57,Gabriel Markus,0.57,[]
Kris Goossens,Aleksandr Nedovyesov,0.95,Laurence Tieleman,0.92,Robbie Weiss,0.88,[]
Tim Wilkison,Milan Srejber,0.91,Brian Teacher,0.87,Marcel Granollers,0.78,[]
Jason Kubler,Yong Il Yoon,1.0,Sebastien De Chaunac,1.0,Jean Baptiste Perlant,1.0,[]
Roger Smith,Martin Stringari,0.97,Juan Pablo Guzman,0.97,Luis Adrian Morejon,0.96,[]
Michael Robertson,Jimy Szymanski,0.97,Dominik Meffert,0.97,Arvind Parmar,0.97,[]
